Cod Forn	Item	Unid	Qtde	DESCRIÇÃO	Vlr.Unit.	Vlr.Total	DATA EMISSÃO	Nº Cotação:	Cond. Pagto	TIPO	Posto	Prazo	Validade	Status Pedido	Estoque	observação	Nota Fornecedor
2015	4	Pc	2	Chave combinada 3/4	13	26	40653	209	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2007	1	Pc	4	Broca aço rápido 21/32 - Dormer	495	1980	40653	210	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	2	Jg	2	Macho 3/8 BSW - OSG (jg c/ 3 peças)	105	210	40653	210	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2105	1	Pc	1	Parafusadeira Makita DF030DWE	549	549	40653	211	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2105	1	Pc	1	"Parafusadeira ABS10,8 - DWT"	399	399	40653	212	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2015	1	Pc	300	"Disco desbaste 7"" - Sait"	7.8	2340	40653	213	30/60	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2015	2	Pc	100	disco corte 4.1/2 x 1/8 - alcar	2.5	250	40653	213	30/60	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2015	3	Pc	100	Disco corte 7 x 1.8 - Sait	8.15	815	40653	213	30/60	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2113	1	Pc	1	"Chave para tubo (grifo) 36"" - Vonder"	143	143	40653	214	25	DDL	CIF	Item 1 Imediato e item 2 - 5 dias	7 dias	Em Aberto	Sim		
2113	2	Pc	1	Chave para tubo (grifo) 36 - Lee	98	98	40653	214	25	DDL	CIF	Item 1 Imediato e item 2 - 5 dias	7 dias	Em Aberto	Não		
2047	1	Pc	1	Trena aço 30 metros	65	65	40653	215	30	DDL	CIF	7 dias	7 dias	Concluido	Não		
2084	1	Pc	100	Lixa d'agua grão 220 - Norton	0.85	85	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2084	2	Pc	1	"Nível circular modelo ""olho de boi"" - Starrett"	35	35	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Não		
2084	3	Pc	2	Broca SDS Plus - 8 x 260 mm - HT	22.9	59.7	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2084	4	Pc	2	Broca SDS Plus - 6 x 260 mm - HT	20.9	45.8	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2084	5	Pc	2	Broca SDS Plus - 12 x 260 mm - HT	26.9	95.8	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2084	6	Pc	2	Broca SDS Plus - 14 x 260 mm - HT	35.8	139.8	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2084	7	Pc	12	Marcador industrial branco - Markey	14.8	177.6	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2084	8	Pc	1	Vira macho reto n° 0	19.9	19.9	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2084	9	Pc	1	Vira macho reto n° 2	39.9	39.9	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2084	10	Pc	3	"Mandril 13 l - 1/2"" x 20  - Rohm"	29.9	175.5	40658	216	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Não		
2012	1	Pc	1	Soquete impacto curto 3/4 x 38 mm	105	105	40662	217	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2012	2	Pc	1	Lanterna chaveiro com 9 leds	20	20	40662	217	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2001	1	PC	12	teste 12	3.45	41.4	40665	218	31	DDL	cif	40683	40694	Concluido	Sim		
2001	1	pc	12	teste 13	2.87	34.44	40666	219	30	DDL	cif	30 dias	40666	Concluido	Não		NF 4 -  Tramontina Garibaldi S/A Ind Met 
